refArea,State of public parks - bad ,State of the lighting network - bad,State of the lighting network - acceptable,Observation URI,references,State of the lighting network - good,publisher,State of public parks - good,Town,Existence of public parks - exists ,State of public parks - acceptable ,dataset
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Chellane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Chellane,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Chima,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Chima,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Chouba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Chouba,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Dane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Dane,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Denis,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Denis,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Dibiane,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Dounine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kfar Dounine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Falous,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Falous,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Faqoud,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Faqoud,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Habou,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Habou,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Hamam,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Hamam,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Hatta+Saida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Hatta Saida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Hay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfar Hay,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Hazir,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Hazir,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Heam,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Heam,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Hilda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kfar Hilda,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Houneh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Houneh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Jreif,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfar Kila,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Matta,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Matta,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Melki+Saida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Melki Saida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Nabrakh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfar Nabrakh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Niss,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Niss,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Qatra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Qatra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Qouq,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Qouq,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Roummane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Roummane,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Selouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Selouane,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Sir,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar Sir,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Tay+El-Matn,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfar Tay El-Matn,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+Tibnit,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfar Tibnit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfar+michki,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfar michki,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfardlaqous,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfardlaqous,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarfila,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfarfila,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarfou,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfarfou,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarhata+,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kfarhata ,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarhata+Zgharta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfarhata Zgharta,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarsghab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kfarsghab,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfartoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfartoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfaryachit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfaryachit,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarzabad,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfarzabad,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfarzaina,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfarzaina,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kfoun,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfour+El-Aarbi,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfour El-Aarbi,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kfour+En-Nabatieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Kfour En-Nabatieh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khalwat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khalwat,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kharbe,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kharbe,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kharnoub,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kharnoub,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khartoum,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khartoum,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khat+el+Petrol,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khat el Petrol,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khayayeb+Saida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khayayeb Saida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khereibet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khereibet Ech-Chouf,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khinchara,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khinchara,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Bisri,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Bisri,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Char,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khirbet Char,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Daoud+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Daoud Aakkar,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Jord,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Jord,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Qanafar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Khirbet Qanafar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Rouha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Rouha,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khirbet+Selm,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khirbet Selm,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khiyam+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Khiyam Marjaayoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khodr+Baalbek,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Khodr Baalbek,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khreibet+Baabda,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khreibet Baabda,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khreibet+Ej-Jindi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Khreibet Ej-Jindi,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Khzaiz,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Khzaiz,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kleyleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kleyleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kneisset+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kneisset Aakkar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kneisset+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kneisset Ech-Chouf,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kneisset+Sour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kneisset Sour,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kouachra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kouachra,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hermel_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kouakh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,1,Kouakh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Koueikhat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Koueikhat,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kounine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kounine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Kour,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Kousba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Kousba,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
